team,Team #1,Team #2,Team #3,Team #4,Team #5,Team #6,Team #7,Team #8,Team #9,Team #10,Team #11,Team #12,Team #13,Team #14,Team #15,Team #16
Team #1,0.5,0.5897974924751804,0.5935342588525457,0.6203512831599218,0.6767378348369122,0.7678822928766919,0.8021474554359913,0.8155898617166546,0.8454112405339079,0.8767892351909297,0.880256883815767,0.9042741803372376,0.9141624334224492,0.9143948528159127,0.9243989943379018,0.9644352250742765
Team #2,0.4102025075248196,0.5,0.5038666733293466,0.5319342766945154,0.5928336506507356,0.69704455185401,0.738201584412356,0.7546597628769924,0.791819252996214,0.8319124075064454,0.8364074161639709,0.8678998825726686,0.8810512676222493,0.8813617058451619,0.8947820182448946,0.9496482704386376
Team #3,0.4064657411474543,0.4961333266706533,0.5,0.5280814733008617,0.5890949024198621,0.6937684124969421,0.7352014380699523,0.7517848055537941,0.7892581401763723,0.8297384754650325,0.8342800387592446,0.866116483299795,0.8794207495968497,0.8797348623546977,0.8933169272189417,0.9489035289775348
Team #4,0.37964871684007817,0.4680657233054847,0.47191852669913836,0.5,0.5616302035185221,0.6693733865235889,0.7127403983725288,0.7302142406274714,0.7699475820749814,0.8132595627201984,0.8181443460589992,0.8525326916768663,0.8669794925721511,0.8673211254964296,0.8821172708165061,0.9431681398818806
Team #5,0.32326216516308776,0.4071663493492644,0.4109050975801378,0.4383697964814779,0.5,0.6124379233807972,0.6594737874619429,0.6787272750164566,0.7231687447136198,0.7726876647732225,0.7783444781742171,0.8185900838381508,0.8357213567031292,0.8361280950485637,0.8538165356612366,0.9283334374893417
Team #6,0.23211770712330812,0.30295544814598996,0.30623158750305784,0.3306266134764111,0.3875620766192028,0.5,0.550670106860773,0.5720836435595474,0.6230849187386496,0.6826502906761283,0.6896477833144027,0.7406313704079764,0.7629930881019815,0.7635289436233441,0.7870580392569961,0.8912714990479136
Team #7,0.19785254456400878,0.2617984155876441,0.26479856193004775,0.28725960162747116,0.3405262125380571,0.44932989313922705,0.5,0.5217310257614381,0.5742675575008384,0.6370538685508582,0.6445332293727789,0.6997009313938621,0.7242777836339328,0.7248696080055086,0.7509908421536353,0.8699386658278377
Team #8,0.18441013828334535,0.24534023712300757,0.24821519444620588,0.26978575937252863,0.32127272498354337,0.4279163564404526,0.47826897423856185,0.5,0.5528778924202451,0.6167132813256039,0.6243646490956833,0.6811138287713964,0.7065739469579086,0.7071884089141477,0.7343731719372513,0.8597768350588696
Team #9,0.1545887594660921,0.20818074700378594,0.21074185982362767,0.23005241792501865,0.2768312552863802,0.3769150812613504,0.42573244249916176,0.4471221075797549,0.5,0.5654511291816,0.5734179846141385,0.6333440356956329,0.6607182830865848,0.6613827517670654,0.6909617574953081,0.8321765709033744
Team #10,0.12321076480907038,0.1680875924935547,0.1702615245349674,0.1867404372798016,0.22731233522677755,0.31734970932387174,0.36294613144914173,0.3832867186743962,0.43454887081840005,0.5,0.5081229886978228,0.5703487876740929,0.599451763109356,0.6001636084979175,0.6321157069247103,0.7921306818856981
Team #11,0.11974311618423296,0.16359258383602912,0.16571996124075536,0.18185565394100078,0.2216555218257828,0.31035221668559737,0.35546677062722104,0.3756353509043166,0.4265820153858614,0.49187701130217715,0.5,0.5623683586763262,0.5916248493178595,0.5923411451131603,0.6245272761634972,0.786729298126476
Team #12,0.09572581966276245,0.1321001174273314,0.13388351670020518,0.14746730832313376,0.18140991616184926,0.2593686295920235,0.30029906860613786,0.3188861712286035,0.36665596430436714,0.4296512123259071,0.4376316413236739,0.5,0.5299408782136701,0.5306795406649603,0.5641518755166668,0.741646217907922
Team #13,0.08583756657755086,0.11894873237775068,0.12057925040315022,0.13302050742784882,0.1642786432968708,0.2370069118980184,0.27572221636606725,0.2934260530420914,0.33928171691341524,0.40054823689064406,0.4083751506821405,0.4700591217863299,0.5,0.5007413865200429,0.5344758773291137,0.7180147744565168
Team #14,0.08560514718408735,0.118638294154838,0.12026513764530239,0.1326788745035704,0.16387190495143636,0.23647105637665589,0.2751303919944914,0.29281159108585225,0.33861724823293454,0.39983639150208244,0.4076588548868397,0.4693204593350398,0.4992586134799571,0.5,0.5337379401694231,0.7174139532013997
Team #15,0.07560100566209821,0.10521798175510552,0.10668307278105824,0.11788272918349392,0.14618346433876336,0.21294196074300387,0.24900915784636474,0.2656268280627488,0.309038242504692,0.3678842930752897,0.37547272383650265,0.4358481244833332,0.4655241226708864,0.4662620598305769,0.5,0.6892280385765669
Team #16,0.0355647749257234,0.05035172956136239,0.0510964710224651,0.05683186011811927,0.0716665625106583,0.10872850095208647,0.13006133417216215,0.1402231649411304,0.16782342909662568,0.2078693181143018,0.21327070187352407,0.25835378209207804,0.2819852255434832,0.28258604679860033,0.31077196142343316,0.5
